,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
332412,521888,22551,PLASTERS IN TIN SPACEBOY,96,2010-09-09 11:43:00,1.45,12770.0,Japan
332413,521888,20725,LUNCH BAG RED SPOTTY,100,2010-09-09 11:43:00,1.45,12770.0,Japan
332414,521888,21933,PINK VINTAGE PAISLEY PICNIC BAG,36,2010-09-09 11:43:00,2.95,12770.0,Japan
339018,C522448,37501,TEA TIME TEA SET IN GIFT BOX,-2,2010-09-14 14:47:00,6.95,12733.0,USA
339019,C522448,22423,REGENCY CAKESTAND 3 TIER,-2,2010-09-14 14:47:00,12.75,12733.0,USA
339020,C522448,21843,RED RETROSPOT CAKE STAND,-1,2010-09-14 14:47:00,10.95,12733.0,USA
339021,C522448,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-3,2010-09-14 14:47:00,7.95,12733.0,USA
346365,523115,22204,MILK PAN BLUE RETROSPOT,4,2010-09-20 12:41:00,3.75,12388.0,Australia
346366,523115,22425,ENAMEL COLANDER CREAM,3,2010-09-20 12:41:00,4.95,12388.0,Australia
346367,523115,22429,ENAMEL MEASURING JUG CREAM,4,2010-09-20 12:41:00,4.25,12388.0,Australia
346368,523115,79067,CORONA MEXICAN TRAY,4,2010-09-20 12:41:00,3.75,12388.0,Australia
346369,523115,22262,FELT EGG COSY CHICKEN,12,2010-09-20 12:41:00,0.85,12388.0,Australia
346370,523115,22340,NOEL GARLAND PAINTED ZINC ,24,2010-09-20 12:41:00,1.65,12388.0,Australia
346371,523115,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,20,2010-09-20 12:41:00,2.95,12388.0,Australia
346372,523115,21268,VINTAGE BLUE TINSEL REEL,24,2010-09-20 12:41:00,0.42,12388.0,Australia
346373,523115,21657,MILK BOTTLE WITH GLASS STOPPER ,9,2010-09-20 12:41:00,6.95,12388.0,Australia
346374,523115,22121,NOEL WOODEN BLOCK LETTERS ,12,2010-09-20 12:41:00,5.45,12388.0,Australia
346375,523115,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2010-09-20 12:41:00,0.85,12388.0,Australia
346376,523115,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,24,2010-09-20 12:41:00,2.1,12388.0,Australia
346377,523115,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,24,2010-09-20 12:41:00,2.95,12388.0,Australia
346378,523115,22145,CHRISTMAS CRAFT HEART STOCKING ,24,2010-09-20 12:41:00,2.1,12388.0,Australia
346379,523115,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,20,2010-09-20 12:41:00,2.95,12388.0,Australia
346380,523115,22669,RED BABY BUNTING ,5,2010-09-20 12:41:00,2.95,12388.0,Australia
346381,523115,21195,PINK  HONEYCOMB PAPER BALL ,12,2010-09-20 12:41:00,2.1,12388.0,Australia
346382,523115,22199,FRYING PAN RED POLKADOT ,4,2010-09-20 12:41:00,4.25,12388.0,Australia
346383,523115,22201,FRYING PAN BLUE POLKADOT ,4,2010-09-20 12:41:00,4.25,12388.0,Australia
346384,523115,22203,MILK PAN RED RETROSPOT,4,2010-09-20 12:41:00,3.75,12388.0,Australia
377920,525872,20725,LUNCH BAG RED RETROSPOT,20,2010-10-07 13:49:00,1.65,12393.0,Australia
377921,525872,20726,LUNCH BAG WOODLAND,10,2010-10-07 13:49:00,1.65,12393.0,Australia
377922,525872,22382,LUNCH BAG SPACEBOY DESIGN ,20,2010-10-07 13:49:00,1.65,12393.0,Australia
377923,525872,22383,LUNCH BAG SUKI  DESIGN ,10,2010-10-07 13:49:00,1.65,12393.0,Australia
377924,525872,20704,MR ROBOT SOFT TOY,4,2010-10-07 13:49:00,6.95,12393.0,Australia
377925,525872,22175,PINK OWL SOFT TOY,6,2010-10-07 13:49:00,2.95,12393.0,Australia
377926,525872,22176,BLUE OWL SOFT TOY,6,2010-10-07 13:49:00,2.95,12393.0,Australia
377927,525872,20702,PINK PADDED MOBILE,3,2010-10-07 13:49:00,4.25,12393.0,Australia
377928,525872,20703,BLUE PADDED SOFT MOBILE,3,2010-10-07 13:49:00,4.25,12393.0,Australia
377929,525872,22320,BIRDS MOBILE VINTAGE DESIGN,3,2010-10-07 13:49:00,5.95,12393.0,Australia
377930,525872,22325,MOBILE VINTAGE HEARTS ,3,2010-10-07 13:49:00,4.95,12393.0,Australia
377931,525872,22451,SILK PURSE BABUSHKA RED,6,2010-10-07 13:49:00,3.35,12393.0,Australia
377932,525872,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-10-07 13:49:00,1.95,12393.0,Australia
377933,525872,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,24,2010-10-07 13:49:00,0.65,12393.0,Australia
377934,525872,20727,LUNCH BAG  BLACK SKULL.,10,2010-10-07 13:49:00,1.65,12393.0,Australia
377935,525872,21156,RETROSPOT CHILDRENS APRON,8,2010-10-07 13:49:00,1.95,12393.0,Australia
382885,526213,85099B,JUMBO BAG RED RETROSPOT,10,2010-10-10 14:14:00,1.95,12422.0,Australia
382886,526213,20718,RED RETROSPOT SHOPPER BAG,100,2010-10-10 14:14:00,1.06,12422.0,Australia
382887,526213,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,2010-10-10 14:14:00,1.95,12422.0,Australia
382888,526213,20728,LUNCH BAG CARS BLUE,10,2010-10-10 14:14:00,1.65,12422.0,Australia
382889,526213,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,2010-10-10 14:14:00,2.95,12422.0,Australia
382890,526213,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,2010-10-10 14:14:00,2.95,12422.0,Australia
387660,526668,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-10-12 15:41:00,2.95,12467.0,USA
387661,526668,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,4,2010-10-12 15:41:00,4.25,12467.0,USA
387662,526668,22709,WRAP WEDDING DAY,25,2010-10-12 15:41:00,0.42,12467.0,USA
387663,526668,22710,WRAP I LOVE LONDON ,25,2010-10-12 15:41:00,0.42,12467.0,USA
387664,526668,22738,RIBBON REEL SNOWY VILLAGE,10,2010-10-12 15:41:00,1.65,12467.0,USA
387665,526668,22736,RIBBON REEL MAKING SNOWMEN ,10,2010-10-12 15:41:00,1.65,12467.0,USA
387666,526668,22959,WRAP CHRISTMAS VILLAGE,25,2010-10-12 15:41:00,0.42,12467.0,USA
387667,526668,21491,SET OF THREE VINTAGE GIFT WRAPS,12,2010-10-12 15:41:00,1.95,12467.0,USA
387668,526668,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-10-12 15:41:00,0.85,12467.0,USA
388681,526756,35953,FOLKART STAR CHRISTMAS DECORATIONS,24,2010-10-13 10:29:00,1.25,12424.0,Australia
388682,526756,85114B,IVORY ENCHANTED FOREST PLACEMAT,12,2010-10-13 10:29:00,1.65,12424.0,Australia
388683,526756,85114A,BLACK ENCHANTED FOREST PLACEMAT,12,2010-10-13 10:29:00,1.65,12424.0,Australia
388684,526756,84378,SET OF 3 HEART COOKIE CUTTERS,36,2010-10-13 10:29:00,1.25,12424.0,Australia
388685,526756,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,36,2010-10-13 10:29:00,1.25,12424.0,Australia
388686,526756,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2010-10-13 10:29:00,1.25,12424.0,Australia
388687,526756,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,2010-10-13 10:29:00,1.25,12424.0,Australia
388688,526756,21123,SET/10 IVORY POLKADOT PARTY CANDLES,48,2010-10-13 10:29:00,1.25,12424.0,Australia
388689,526756,21124,SET/10 BLUE POLKADOT PARTY CANDLES,48,2010-10-13 10:29:00,1.25,12424.0,Australia
388690,526756,21126,SET OF 6 GIRLS CELEBRATION CANDLES,24,2010-10-13 10:29:00,1.25,12424.0,Australia
388691,526756,22435,SET OF 9 HEART SHAPED BALLOONS,12,2010-10-13 10:29:00,1.25,12424.0,Australia
388692,526756,22090,PAPER BUNTING RETROSPOT,6,2010-10-13 10:29:00,2.95,12424.0,Australia
388693,526756,22089,PAPER BUNTING VINTAGE PAISLEY,6,2010-10-13 10:29:00,2.95,12424.0,Australia
388694,526756,22668,PINK BABY BUNTING,10,2010-10-13 10:29:00,2.95,12424.0,Australia
388695,526756,22669,RED BABY BUNTING ,10,2010-10-13 10:29:00,2.95,12424.0,Australia
388696,526756,47566,PARTY BUNTING,5,2010-10-13 10:29:00,4.65,12424.0,Australia
388697,526756,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2010-10-13 10:29:00,5.45,12424.0,Australia
388698,526756,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-10-13 10:29:00,2.95,12424.0,Australia
388699,526756,22898,CHILDRENS APRON APPLES DESIGN,8,2010-10-13 10:29:00,1.95,12424.0,Australia
388700,526756,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-10-13 10:29:00,1.95,12424.0,Australia
388701,526756,22222,CAKE PLATE LOVEBIRD WHITE,12,2010-10-13 10:29:00,4.25,12424.0,Australia
388702,526756,21846,PINK DIAMANTE PEN IN GIFT BOX,3,2010-10-13 10:29:00,4.95,12424.0,Australia
388703,526756,85131C,BEADED CRYSTAL HEART BLUE ON STICK,24,2010-10-13 10:29:00,0.42,12424.0,Australia
388704,526756,85131D,BEADED CRYSTAL HEART PINK ON STICK,24,2010-10-13 10:29:00,0.42,12424.0,Australia
388705,526756,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2010-10-13 10:29:00,2.95,12424.0,Australia
388706,526756,22364,GLASS JAR DIGESTIVE BISCUITS,6,2010-10-13 10:29:00,2.95,12424.0,Australia
388707,526756,22487,WHITE WOOD GARDEN PLANT LADDER,2,2010-10-13 10:29:00,9.95,12424.0,Australia
388708,526756,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,2010-10-13 10:29:00,1.45,12424.0,Australia
388709,526756,22567,20 DOLLY PEGS RETROSPOT,12,2010-10-13 10:29:00,1.25,12424.0,Australia
388710,526756,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-10-13 10:29:00,2.1,12424.0,Australia
388711,526756,21498,RED RETROSPOT WRAP ,25,2010-10-13 10:29:00,0.42,12424.0,Australia
388712,526756,21499,BLUE POLKADOT WRAP,25,2010-10-13 10:29:00,0.42,12424.0,Australia
388713,526756,21500,PINK POLKADOT WRAP ,25,2010-10-13 10:29:00,0.42,12424.0,Australia
388714,526756,22026,BANQUET BIRTHDAY  CARD  ,12,2010-10-13 10:29:00,0.42,12424.0,Australia
388715,526756,22048,BIRTHDAY BANQUET GIFT WRAP,25,2010-10-13 10:29:00,0.42,12424.0,Australia
388716,526756,22819,"BIRTHDAY CARD, RETRO SPOT",12,2010-10-13 10:29:00,0.42,12424.0,Australia
388717,526756,21519,GIN & TONIC DIET GREETING CARD ,12,2010-10-13 10:29:00,0.42,12424.0,Australia
388718,526756,22813,PACK 3 BOXES BIRD PANNETONE ,12,2010-10-13 10:29:00,1.95,12424.0,Australia
388719,526756,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2010-10-13 10:29:00,2.55,12424.0,Australia
388720,526756,22583,PACK OF 6 HANDBAG GIFT BOXES,12,2010-10-13 10:29:00,2.55,12424.0,Australia
388721,526756,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2010-10-13 10:29:00,2.55,12424.0,Australia
388722,526756,22585,PACK OF 6 BIRDY GIFT TAGS,36,2010-10-13 10:29:00,1.25,12424.0,Australia
388723,526756,21720,CAKE SHOP  STICKER SHEET,24,2010-10-13 10:29:00,0.85,12424.0,Australia
388724,526756,21721,CANDY SHOP  STICKER SHEET,24,2010-10-13 10:29:00,0.85,12424.0,Australia
388725,526756,21678,PAISLEY PATTERN  STICKERS,24,2010-10-13 10:29:00,0.85,12424.0,Australia
388726,526756,21725,SWEETIES  STICKERS,24,2010-10-13 10:29:00,0.85,12424.0,Australia
388727,526756,21679,SKULLS  STICKERS,24,2010-10-13 10:29:00,0.85,12424.0,Australia
391212,527041,22025,RING OF ROSES BIRTHDAY CARD,12,2010-10-14 12:27:00,0.42,12798.0,Japan
391213,527041,22024,RAINY LADIES BIRTHDAY CARD,12,2010-10-14 12:27:00,0.42,12798.0,Japan
391214,527041,22028,PENNY FARTHING BIRTHDAY CARD,12,2010-10-14 12:27:00,0.42,12798.0,Japan
391215,527041,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1,2010-10-14 12:27:00,1.95,12798.0,Japan
391216,527041,22630,DOLLY GIRL LUNCH BOX,1,2010-10-14 12:27:00,1.95,12798.0,Japan
391217,527041,22629,SPACEBOY LUNCH BOX ,1,2010-10-14 12:27:00,1.95,12798.0,Japan
391218,527041,22199,FRYING PAN RED RETROSPOT,1,2010-10-14 12:27:00,4.25,12798.0,Japan
391219,527041,22533,MAGIC DRAWING SLATE BAKE A CAKE ,192,2010-10-14 12:27:00,0.36,12798.0,Japan
391220,527041,22532,MAGIC DRAWING SLATE LEAP FROG ,192,2010-10-14 12:27:00,0.36,12798.0,Japan
391221,527041,22530,MAGIC DRAWING SLATE DOLLY GIRL ,192,2010-10-14 12:27:00,0.36,12798.0,Japan
391222,527041,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,192,2010-10-14 12:27:00,0.36,12798.0,Japan
391223,527041,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,192,2010-10-14 12:27:00,0.72,12798.0,Japan
391224,527041,22489,PACK OF 12 TRADITIONAL CRAYONS,288,2010-10-14 12:27:00,0.36,12798.0,Japan
391225,527041,22491,PACK OF 12 COLOURED PENCILS,288,2010-10-14 12:27:00,0.72,12798.0,Japan
391226,527041,21918,SET 12 KIDS COLOUR  CHALK STICKS,288,2010-10-14 12:27:00,0.36,12798.0,Japan
391227,527041,21917,SET 12 KIDS  WHITE CHALK STICKS,288,2010-10-14 12:27:00,0.36,12798.0,Japan
391228,527041,21787,RAIN PONCHO RETROSPOT,432,2010-10-14 12:27:00,0.65,12798.0,Japan
391229,527041,21786,POLKADOT RAIN HAT ,288,2010-10-14 12:27:00,0.32,12798.0,Japan
391230,527041,85176,SEWING SUSAN 21 NEEDLE SET,288,2010-10-14 12:27:00,0.64,12798.0,Japan
391231,527041,10002,INFLATABLE POLITICAL GLOBE ,1,2010-10-14 12:27:00,0.85,12798.0,Japan
391232,527041,21790,VINTAGE SNAP CARDS,1,2010-10-14 12:27:00,0.85,12798.0,Japan
391233,527041,22549,PICTURE DOMINOES,1,2010-10-14 12:27:00,1.45,12798.0,Japan
391234,527041,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-10-14 12:27:00,0.42,12798.0,Japan
391235,527041,21508,VINTAGE KID DOLLY CARD ,12,2010-10-14 12:27:00,0.42,12798.0,Japan
391236,527041,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2010-10-14 12:27:00,0.42,12798.0,Japan
395058,527350,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2010-10-15 16:04:00,0.55,12415.0,Australia
395059,527350,22940,FELTCRAFT CHRISTMAS FAIRY,12,2010-10-15 16:04:00,4.25,12415.0,Australia
395060,527350,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-10-15 16:04:00,0.85,12415.0,Australia
395061,527350,22950,36 DOILIES VINTAGE CHRISTMAS,12,2010-10-15 16:04:00,1.45,12415.0,Australia
395062,527350,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-10-15 16:04:00,0.55,12415.0,Australia
395063,527350,22818,CARD CHRISTMAS VILLAGE,12,2010-10-15 16:04:00,0.42,12415.0,Australia
395064,527350,22735,RIBBON REEL SOCKS AND MITTENS,10,2010-10-15 16:04:00,1.65,12415.0,Australia
395065,527350,22736,RIBBON REEL MAKING SNOWMEN ,10,2010-10-15 16:04:00,1.65,12415.0,Australia
395066,527350,22738,RIBBON REEL SNOWY VILLAGE,10,2010-10-15 16:04:00,1.65,12415.0,Australia
395067,527350,22959,WRAP CHRISTMAS VILLAGE,25,2010-10-15 16:04:00,0.42,12415.0,Australia
395068,527350,21491,SET OF THREE VINTAGE GIFT WRAPS,12,2010-10-15 16:04:00,1.95,12415.0,Australia
395069,527350,22133,PINK LOVE HEART SHAPE CUP,12,2010-10-15 16:04:00,0.85,12415.0,Australia
395070,527350,22132,RED LOVE HEART SHAPE CUP,12,2010-10-15 16:04:00,0.85,12415.0,Australia
395071,527350,22134,LADLE LOVE HEART RED ,12,2010-10-15 16:04:00,0.42,12415.0,Australia
395072,527350,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2010-10-15 16:04:00,1.95,12415.0,Australia
395073,527350,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2010-10-15 16:04:00,0.85,12415.0,Australia
405366,528152,22540,MINI JIGSAW CIRCUS PARADE ,24,2010-10-20 16:27:00,0.42,12387.0,Australia
405367,528152,22539,MINI JIGSAW DOLLY GIRL,24,2010-10-20 16:27:00,0.42,12387.0,Australia
405368,528152,22538,MINI JIGSAW GO TO THE FAIR,24,2010-10-20 16:27:00,0.42,12387.0,Australia
405369,528152,21790,VINTAGE SNAP CARDS,12,2010-10-20 16:27:00,0.85,12387.0,Australia
405370,528152,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-10-20 16:27:00,1.25,12387.0,Australia
405371,528152,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-10-20 16:27:00,1.65,12387.0,Australia
405372,528152,22949,36 DOILIES DOLLY GIRL,12,2010-10-20 16:27:00,1.45,12387.0,Australia
405373,528152,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2010-10-20 16:27:00,1.45,12387.0,Australia
405374,528152,22946,WOODEN ADVENT CALENDAR CREAM,2,2010-10-20 16:27:00,16.95,12387.0,Australia
405635,528168,M,Manual,1,2010-10-21 09:49:00,10.0,12415.0,Australia
406552,528335,21790,VINTAGE SNAP CARDS,24,2010-10-21 13:45:00,0.85,12400.0,Australia
406553,528335,22474,SPACEBOY TV DINNER TRAY,6,2010-10-21 13:45:00,4.95,12400.0,Australia
406554,528335,22472,TV DINNER TRAY DOLLY GIRL,3,2010-10-21 13:45:00,4.95,12400.0,Australia
406555,528335,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-10-21 13:45:00,1.65,12400.0,Australia
406556,528335,22201,FRYING PAN BLUE POLKADOT,4,2010-10-21 13:45:00,4.25,12400.0,Australia
406557,528335,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-10-21 13:45:00,2.95,12400.0,Australia
406558,528335,20726,LUNCH BAG WOODLAND,10,2010-10-21 13:45:00,1.65,12400.0,Australia
406559,528335,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2010-10-21 13:45:00,2.55,12400.0,Australia
406560,528335,22629,SPACEBOY LUNCH BOX ,12,2010-10-21 13:45:00,1.95,12400.0,Australia
406561,528335,22204,MILK PAN BLUE POLKADOT,4,2010-10-21 13:45:00,3.75,12400.0,Australia
406562,528335,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-10-21 13:45:00,2.55,12400.0,Australia
414367,528959,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2010-10-26 09:25:00,4.95,12411.0,Australia
414368,528959,21790,VINTAGE SNAP CARDS,12,2010-10-26 09:25:00,0.85,12411.0,Australia
414369,528959,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2010-10-26 09:25:00,9.95,12411.0,Australia
414370,528959,20695,FLORAL BLUE MONSTER,6,2010-10-26 09:25:00,4.25,12411.0,Australia
414371,528959,84920,PINK FLOWER FABRIC PONY,4,2010-10-26 09:25:00,3.75,12411.0,Australia
414372,528959,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2010-10-26 09:25:00,2.1,12411.0,Australia
414373,528959,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2010-10-26 09:25:00,2.1,12411.0,Australia
414374,528959,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-10-26 09:25:00,2.1,12411.0,Australia
414375,528959,22747,POPPY'S PLAYHOUSE BATHROOM,6,2010-10-26 09:25:00,2.1,12411.0,Australia
414376,528959,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2010-10-26 09:25:00,4.95,12411.0,Australia
414377,528959,20749,ASSORTED COLOUR MINI CASES,2,2010-10-26 09:25:00,7.95,12411.0,Australia
414378,528959,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-10-26 09:25:00,0.85,12411.0,Australia
414379,528959,22356,CHARLOTTE BAG PINK POLKADOT,10,2010-10-26 09:25:00,0.85,12411.0,Australia
414380,528959,22381,TOY TIDY PINK POLKADOT,5,2010-10-26 09:25:00,2.1,12411.0,Australia
414381,528959,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2010-10-26 09:25:00,1.95,12411.0,Australia
414382,528959,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-10-26 09:25:00,0.85,12411.0,Australia
414383,528959,22664,TOY TIDY DOLLY GIRL DESIGN,5,2010-10-26 09:25:00,2.1,12411.0,Australia
414384,528959,20719,WOODLAND CHARLOTTE BAG,10,2010-10-26 09:25:00,0.85,12411.0,Australia
414385,528959,20750,RED RETROSPOT MINI CASES,2,2010-10-26 09:25:00,7.95,12411.0,Australia
414386,528959,20711,JUMBO BAG TOYS ,10,2010-10-26 09:25:00,1.95,12411.0,Australia
414387,528959,22320,BIRDS MOBILE VINTAGE DESIGN,3,2010-10-26 09:25:00,5.95,12411.0,Australia
414388,528959,20702,PINK PADDED MOBILE,3,2010-10-26 09:25:00,4.25,12411.0,Australia
414842,529057,22786,PILLOWCUSHION COVER PINK UNION JACK,2,2010-10-26 12:00:00,5.95,12431.0,Australia
414843,529057,22785,CUSHION COVER PINK UNION FLAG,2,2010-10-26 12:00:00,6.75,12431.0,Australia
414844,529057,22892,SALT AND PEPPER SHAKERS TOADSTOOLS,12,2010-10-26 12:00:00,1.25,12431.0,Australia
414845,529057,20685,DOORMAT RED RETROSPOT,4,2010-10-26 12:00:00,7.95,12431.0,Australia
414846,529057,48138,DOORMAT UNION FLAG,10,2010-10-26 12:00:00,6.75,12431.0,Australia
414847,529057,10002,INFLATABLE POLITICAL GLOBE ,24,2010-10-26 12:00:00,0.85,12431.0,Australia
414848,529057,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-10-26 12:00:00,1.65,12431.0,Australia
414849,529057,79067,CORONA MEXICAN TRAY,24,2010-10-26 12:00:00,3.75,12431.0,Australia
414850,529057,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2010-10-26 12:00:00,8.5,12431.0,Australia
414851,529057,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2010-10-26 12:00:00,8.5,12431.0,Australia
414852,529057,22383,LUNCH BAG SUKI  DESIGN ,10,2010-10-26 12:00:00,1.65,12431.0,Australia
414853,529057,21555,CERAMIC STRAWBERRY TRINKET TRAY,12,2010-10-26 12:00:00,2.55,12431.0,Australia
414854,529057,21937,STRAWBERRY   PICNIC BAG,5,2010-10-26 12:00:00,2.95,12431.0,Australia
427571,530272,22892,SET OF SALT AND PEPPER TOADSTOOLS,24,2010-11-02 11:52:00,1.25,12389.0,Australia
427572,530272,85232B,SET OF 3 BABUSHKA STACKING TINS,48,2010-11-02 11:52:00,4.25,12389.0,Australia
427573,530272,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2010-11-02 11:52:00,1.95,12389.0,Australia
427574,530272,22549,PICTURE DOMINOES,12,2010-11-02 11:52:00,1.45,12389.0,Australia
427575,530272,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,12,2010-11-02 11:52:00,2.95,12389.0,Australia
427576,530272,21098,CHRISTMAS TOILET ROLL,12,2010-11-02 11:52:00,1.25,12389.0,Australia
427577,530272,22779,WOODEN OWLS LIGHT GARLAND ,12,2010-11-02 11:52:00,4.25,12389.0,Australia
427578,530272,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2010-11-02 11:52:00,0.85,12389.0,Australia
427579,530272,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2010-11-02 11:52:00,1.65,12389.0,Australia
427580,530272,22244,3 HOOK HANGER MAGIC GARDEN,12,2010-11-02 11:52:00,1.95,12389.0,Australia
427581,530272,22433,WATERING CAN GREEN DINOSAUR,24,2010-11-02 11:52:00,1.95,12389.0,Australia
427582,530272,84674,FLYING PIG WATERING CAN,24,2010-11-02 11:52:00,2.55,12389.0,Australia
427583,530272,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-11-02 11:52:00,1.25,12389.0,Australia
427584,530272,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2010-11-02 11:52:00,1.25,12389.0,Australia
427585,530272,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2010-11-02 11:52:00,1.25,12389.0,Australia
427586,530272,21452,TOADSTOOL MONEY BOX,6,2010-11-02 11:52:00,2.95,12389.0,Australia
427587,530272,22505,MEMO BOARD COTTAGE DESIGN,8,2010-11-02 11:52:00,4.95,12389.0,Australia
427588,530272,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,12,2010-11-02 11:52:00,1.25,12389.0,Australia
427593,530272,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,2010-11-02 11:52:00,1.65,12389.0,Australia
427594,530272,21132,SILVER STANDING GNOME   ,12,2010-11-02 11:52:00,4.25,12389.0,Australia
427595,530272,21131,GOLD STANDING GNOME,12,2010-11-02 11:52:00,4.25,12389.0,Australia
427596,530272,22431,WATERING CAN BLUE ELEPHANT,24,2010-11-02 11:52:00,1.95,12389.0,Australia
427597,530272,22432,WATERING CAN PINK BUNNY,24,2010-11-02 11:52:00,1.95,12389.0,Australia
432085,530669,M,Manual,1,2010-11-04 10:57:00,10.0,12415.0,Australia
432214,C530722,22617,BAKING SET SPACEBOY DESIGN,-24,2010-11-04 11:41:00,4.25,12770.0,Japan
434944,C530933,20727,LUNCH BAG  BLACK SKULL.,-1,2010-11-04 17:10:00,1.65,12393.0,Australia
434945,C530933,22382,LUNCH BAG SPACEBOY DESIGN ,-1,2010-11-04 17:10:00,1.65,12393.0,Australia
434946,C530933,22320,BIRDS MOBILE VINTAGE DESIGN,-1,2010-11-04 17:10:00,5.95,12393.0,Australia
434947,C530933,22325,MOBILE VINTAGE HEARTS ,-1,2010-11-04 17:10:00,4.95,12393.0,Australia
434948,C530933,20703,BLUE PADDED SOFT MOBILE,-2,2010-11-04 17:10:00,4.25,12393.0,Australia
435616,C530971,22138,BAKING SET 9 PIECE RETROSPOT ,-24,2010-11-05 09:37:00,4.25,12770.0,Japan
460669,532985,21484,CHICK GREY HOT WATER BOTTLE,2,2010-11-15 13:56:00,3.45,12733.0,USA
460670,532985,22110,BIRD HOUSE HOT WATER BOTTLE,3,2010-11-15 13:56:00,2.55,12733.0,USA
460671,532985,22652,TRAVEL SEWING KIT,8,2010-11-15 13:56:00,1.65,12733.0,USA
460672,532985,85199L,LARGE HANGING IVORY & RED WOOD BIRD,8,2010-11-15 13:56:00,0.65,12733.0,USA
460673,532985,85199S,SMALL HANGING IVORY/RED WOOD BIRD,5,2010-11-15 13:56:00,0.42,12733.0,USA
460674,532985,22348,TEA BAG PLATE RED RETROSPOT,6,2010-11-15 13:56:00,0.85,12733.0,USA
460675,532985,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,2010-11-15 13:56:00,1.25,12733.0,USA
460676,532985,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2010-11-15 13:56:00,1.25,12733.0,USA
460677,532985,84926F,PSYCHEDELIC TILE COASTER,6,2010-11-15 13:56:00,1.25,12733.0,USA
460678,532985,22554,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-11-15 13:56:00,1.65,12733.0,USA
